h3_cell,grid_lat,grid_lon,year,actual_hrs,actual_risk_label,predicted_risk_label,predicted_prob_High,predicted_prob_Low,predicted_prob_Medium,eq_count_3yr,seismic_energy_3yr,mean_depth_3yr
854ec9bbfffffff,26,142,2018,9.677121254719662,Medium,Medium,0.4278303439101417,0.04167634161049498,0.5304933144793633,11,83456310.51005745,52.73
854ec9bbfffffff,26,142,2019,10.277121254719663,Medium,Medium,0.4738865591189206,0.0420233850644681,0.4840900558166111,11,86938868.3796673,45.48636363636364
854ec9bbfffffff,26,142,2020,9.677121254719662,Medium,Medium,0.3625728705768768,0.07382204138458245,0.5636050880385407,8,91425391.69206908,46.61875
854ec9bbfffffff,26,142,2021,10.245098040014256,Medium,Medium,0.4008850086836756,0.06335029455187448,0.5357646967644497,6,54179201.8384818,50.71833333333333
854ec9bbfffffff,26,142,2022,9.69897000433602,Medium,Medium,0.42638163901836557,0.07582195162942129,0.4977964093522129,10,70711545.46365991,67.5101
854ec9bbfffffff,26,142,2023,11.645098040014258,High,High,0.5348576412490561,0.02934627578377064,0.4357960829671733,12,56784991.32497158,59.47975
854ec9bbfffffff,26,142,2024,0.0,Low,Medium,0.48800952222265787,0.01763426307907727,0.4943562146982651,16,253863814.3944184,50.5011875
854ec8b7fffffff,26,143,2002,10.077121254719662,Medium,Medium,0.24404423808479744,0.06146612042374049,0.6944896414914621,10,68425973.00484933,33.58
854ec8b7fffffff,26,143,2003,10.245098040014256,Medium,Medium,0.23788454840476522,0.047321177034008705,0.7147942745612261,8,71517977.33598429,33.0
854ec8b7fffffff,26,143,2004,9.69897000433602,Medium,Medium,0.26453734834599907,0.031417334243106276,0.7040453174108948,13,95024889.62478489,37.5
854ec8b7fffffff,26,143,2005,11.298970004336018,High,High,0.6765068501166046,0.023169923926634216,0.3003232259567612,12,62452266.75997825,39.31666666666667
854ec8b7fffffff,26,143,2006,9.69897000433602,Medium,Medium,0.36604455620271514,0.0249852080916391,0.6089702357056456,14,137904470.03363746,38.1
854ec8b7fffffff,26,143,2007,9.701029995663982,Medium,Medium,0.3679485670874959,0.03786502319518135,0.5941864097173227,12,122029585.92233469,35.55833333333334
854ec8b7fffffff,26,143,2008,9.602059991327964,Medium,Medium,0.2809546039006563,0.06934977756377975,0.649695618535564,9,121400174.42259476,31.93333333333333
854ec8b7fffffff,26,143,2009,9.402059991327963,Medium,Medium,0.2863157884284518,0.06871706821709495,0.644967143354453,8,37717714.79119679,35.112500000000004
854ec8b7fffffff,26,143,2010,10.903089986991944,High,High,0.5051992964456482,0.06567738655718974,0.42912331699716183,7,31438607.38229938,27.47142857142857
854ec8b7fffffff,26,143,2011,10.49897000433602,Medium,Medium,0.267722882116632,0.04145283211054677,0.6908242857728211,13,113949356.68425515,33.830769230769235
854ec8b7fffffff,26,143,2012,0.0,Low,High,0.4557473472821374,0.13102068390531882,0.4132319688125436,14,150462762.34238115,30.035714285714285
854ec8b7fffffff,26,143,2013,9.898970004336018,Medium,Medium,0.16011464945658394,0.06566425775528978,0.7742210927881265,11,143486428.3218773,32.663636363636364
854ec8b7fffffff,26,143,2014,12.855272505103306,High,High,0.6688642726292033,0.038948676589619466,0.29218705078117696,8,70358140.87257436,25.555
854ec8b7fffffff,26,143,2015,9.50102999566398,Medium,Medium,0.27586400672674755,0.009738014348289808,0.7143979789249627,21,713784795.6838924,25.64333333333333
854ec8b7fffffff,26,143,2016,10.202059991327962,Medium,Medium,0.1994338832527416,0.08247409144452245,0.7180920253027359,22,721728078.0311352,26.18772727272728
854ec8b7fffffff,26,143,2017,9.602059991327964,Medium,Medium,0.22591794828034995,0.036907726234832856,0.737174325484817,21,733817961.3549969,25.224761904761905
854ec8b7fffffff,26,143,2018,11.045098040014256,High,High,0.6408323774007014,0.04312923248151292,0.31603839011778573,7,54221368.7297505,25.56714285714286
