grid_lat,grid_lon,avg_annual_count,max_magnitude,avg_magnitude,avg_depth,avg_energy,cluster
42,146,0.17391304347826086,4.6,4.066666666666666,12.003260869565217,562339.4337904595,0
43,125,0.043478260869565216,4.2,4.0260869565217385,1.3043478260869565,86750.53543342969,0
43,128,0.043478260869565216,4.3,4.0260869565217385,0.8695652173913043,122538.38831584563,0
43,130,0.043478260869565216,4.9,4.1173913043478265,73.5913043478261,973357.0167688446,0
43,131,0.5652173913043478,6.9,4.539710144927536,461.544463768116,1137337132.2288299,2
43,132,0.2608695652173913,6.2,4.682608695652174,310.8001739130435,103134095.47759883,2
43,133,0.043478260869565216,4.3,4.039130434782609,62.97782608695652,122538.38831584563,0
43,134,0.391304347826087,6.0,4.451449275362319,303.4711594202899,47768373.645953156,2
43,135,0.13043478260869565,5.0,4.12463768115942,81.00869565217391,1781678.108415189,0
43,136,0.13043478260869565,5.6,4.3130434782608695,96.73826086956522,12540644.913241064,1
43,137,0.17391304347826086,4.4,4.106521739130435,141.87608695652173,451073.08503011765,0
43,138,0.5652173913043478,5.7,4.2449275362318835,148.01546376811595,17199332.187951285,2
43,139,1.173913043478261,5.4,4.358033126293996,167.3527287784679,11668107.580639774,2
43,140,0.6086956521739131,4.9,4.298260869565217,132.71371014492755,3152743.420090137,0
43,141,0.782608695652174,5.5,4.342908902691511,102.18915683229815,11060732.439783897,1
43,142,5.826086956521739,6.6,4.473201812289242,107.421210967118,502180398.02038383,1
